"","종목코드","종목명","종가","대비","등락률","EPS","PER","선행 EPS","선행 PER","BPS","PBR","주당배당금","배당수익률"
"289","013580","계룡건설",19050,-220,-1.14,17601,1.08,NA,NA,78914,0.24,800,4.2
"290","012200","계양전기",2275,5,0.22,NA,NA,NA,NA,5389,0.42,35,1.54
"291","012205","계양전기우",5100,10,0.2,NA,NA,NA,NA,NA,NA,40,0.78
"292","002140","고려산업",4020,-50,-1.23,183,21.97,NA,NA,4323,0.93,40,1
"293","198440","고려시멘트",2520,-25,-0.98,145,17.38,NA,NA,3663,0.69,15,0.6
"294","049720","고려신용정보",10330,40,0.39,708,14.59,NA,NA,2380,4.34,300,2.9
"295","010130","고려아연",554000,-32000,-5.46,45648,12.14,33934,16.33,430439,1.29,20000,3.61
"296","002240","고려제강",21400,-600,-2.73,5193,4.12,NA,NA,61131,0.35,300,1.4
"297","014570","고려제약",7240,-80,-1.09,828,8.74,NA,NA,7112,1.02,170,2.35
"298","348150","고바이오랩",15000,1720,12.95,NA,NA,NA,NA,5026,2.98,0,0
"299","098460","고영",16540,-370,-2.19,586,28.23,723,22.87,4148,3.99,120,0.73
"300","035290","골드앤에스",9200,850,10.18,21,438.1,NA,NA,419,21.96,0,0
"301","038530","골드퍼시픽",305,4,1.33,NA,NA,NA,NA,758,0.4,0,0
"302","215000","골프존",140400,1200,0.86,12167,11.54,22558,6.22,45891,3.06,3500,2.49
"303","121440","골프존뉴딘홀딩스",5140,-40,-0.77,3152,1.63,NA,NA,14014,0.37,140,2.72
"304","366030","공구우먼",11110,-110,-0.98,581,19.12,NA,NA,1797,6.18,2400,21.6
"305","009290","광동제약",5770,-80,-1.37,585,9.86,NA,NA,12151,0.47,100,1.73
"306","014200","광림",1006,0,0,NA,NA,NA,NA,1593,0.63,0,0
"307","017040","광명전기",2490,20,0.81,134,18.58,NA,NA,2486,1,10,0.4
"308","029480","광무",2820,0,0,NA,NA,NA,NA,2230,1.26,0,0
"309","017900","광전자",2320,-40,-1.69,219,10.59,NA,NA,4165,0.56,50,2.16
"310","037710","광주신세계",36350,100,0.28,6584,5.52,NA,NA,93727,0.39,1700,4.68
"311","026910","광진실업",4610,-50,-1.07,181,25.47,NA,NA,4054,1.14,0,0
"312","355150","교보10호스팩",3200,-80,-2.44,NA,NA,NA,NA,NA,NA,0,0
"313","397880","교보11호스팩",2135,-5,-0.23,NA,NA,NA,NA,NA,NA,0,0
"314","421800","교보12호스팩",2065,-10,-0.48,NA,NA,NA,NA,NA,NA,0,0
"315","440790","교보13호스팩",2060,0,0,NA,NA,NA,NA,NA,NA,0,0
"316","030610","교보증권",5430,-80,-1.45,2255,2.41,NA,NA,21947,0.25,500,9.21
"317","339770","교촌에프앤비",9400,-130,-1.36,1195,7.87,1496,6.28,7197,1.31,300,3.19
"318","053270","구영테크",2655,-45,-1.67,127,20.91,NA,NA,3091,0.86,30,1.13
"319","007690","국도화학",47000,-100,-0.21,21321,2.2,NA,NA,92708,0.51,2200,4.68
"320","005320","국동",1605,-31,-1.89,NA,NA,NA,NA,1901,0.84,0,0
"321","001140","국보",615,-24,-3.76,NA,NA,NA,NA,477,1.29,0,0
"322","066620","국보디자인",19910,40,0.2,2843,7,NA,NA,33094,0.6,340,1.71
"323","043650","국순당",7100,-60,-0.84,1369,5.19,NA,NA,15298,0.46,260,3.66
"324","006050","국영지앤엠",1547,-33,-2.09,NA,NA,NA,NA,1362,1.14,0,0
"325","060480","국일신동",2870,10,0.35,78,36.79,NA,NA,4285,0.67,50,1.74
"326","078130","국일제지",1364,-552,-28.81,NA,NA,NA,NA,531,2.57,0,0
"327","307750","국전약품",6110,-110,-1.77,91,67.14,NA,NA,1695,3.6,10,0.16
"328","002720","국제약품",4745,-40,-0.84,NA,NA,NA,NA,3565,1.33,0,0
"329","035080","그래디언트",15000,-300,-1.96,NA,NA,NA,NA,18460,0.81,250,1.67
"330","204020","그리티",3000,-20,-0.66,NA,NA,NA,NA,3334,0.9,0,0
"331","083420","그린케미칼",10620,170,1.63,683,15.55,NA,NA,5290,2.01,220,2.07
"332","186230","그린플러스",11500,-200,-1.71,NA,NA,NA,NA,5128,2.24,0,0
"333","014530","극동유화",3735,0,0,339,11.02,NA,NA,5350,0.7,160,4.28
"334","204620","글로벌텍스프리",3085,-115,-3.59,NA,NA,NA,NA,1571,1.96,0,0
"335","019660","글로본",1710,115,7.21,NA,NA,NA,NA,530,3.23,0,0
"336","014280","금강공업",5670,-90,-1.56,762,7.44,NA,NA,11309,0.5,100,1.76
"337","014285","금강공업우",11600,-280,-2.36,NA,NA,NA,NA,NA,NA,110,0.95
"338","053260","금강철강",7240,-280,-3.72,631,11.47,NA,NA,7407,0.98,120,1.66
"339","008870","금비",92900,-4600,-4.72,4566,20.35,NA,NA,129156,0.72,1600,1.72
"340","001570","금양",53500,400,0.75,295,181.36,NA,NA,2530,21.15,0,0
"341","002990","금호건설",6640,-70,-1.04,4130,1.61,1061,6.26,18202,0.36,800,12.05
"342","002995","금호건설우",21750,-250,-1.14,NA,NA,NA,NA,NA,NA,850,3.91
"343","011780","금호석유",156000,-2000,-1.27,70433,2.21,18556,8.41,181037,0.86,10000,6.41
"344","011785","금호석유우",79400,-900,-1.12,NA,NA,NA,NA,NA,NA,10050,12.66
"345","214330","금호에이치티",837,-19,-2.22,NA,NA,NA,NA,1855,0.45,0,0
"346","001210","금호전기",938,-37,-3.79,NA,NA,NA,NA,1541,0.61,0,0
"347","073240","금호타이어",3160,-55,-1.71,NA,NA,NA,NA,4083,0.77,0,0
"348","036190","금화피에스시",29400,550,1.91,3919,7.5,NA,NA,46357,0.63,1300,4.42
"349","049080","기가레인",1777,-50,-2.74,49,36.27,NA,NA,785,2.26,0,0
"350","035460","기산텔레콤",2965,-80,-2.63,NA,NA,NA,NA,2159,1.37,0,0
"351","092440","기신정기",3840,-10,-0.26,291,13.2,NA,NA,8569,0.45,150,3.91
"352","000270","기아",78900,1300,1.68,11874,6.64,16329,4.83,87073,0.91,3000,3.8
"353","024110","기업은행",10020,-120,-1.18,2877,3.48,3869,2.59,34345,0.29,780,7.78
"354","013700","까뮤이앤씨",1773,44,2.54,NA,NA,NA,NA,2230,0.8,20,1.13
"355","308100","까스텔바작",5900,-200,-3.28,NA,NA,NA,NA,10882,0.54,0,0
"356","004540","깨끗한나라",3115,0,0,225,13.84,NA,NA,6103,0.51,0,0
"357","004545","깨끗한나라우",18310,-110,-0.6,NA,NA,NA,NA,NA,NA,0,0
"358","407400","꿈비",29050,4900,20.29,289,100.52,NA,NA,883,32.9,24,0.08
"359","187790","나노",1291,-26,-1.97,NA,NA,NA,NA,1171,1.1,0,0
"360","286750","나노브릭",1540,-20,-1.28,NA,NA,NA,NA,606,2.54,0,0
"361","121600","나노신소재",150800,1900,1.28,703,214.51,2059,73.24,9322,16.18,120,0.08
"362","247660","나노씨엠에스",17300,-410,-2.32,NA,NA,NA,NA,7212,2.4,0,0
"363","039860","나노엔텍",6210,10,0.16,273,22.75,NA,NA,1953,3.18,0,0
"364","091970","나노캠텍",980,-18,-1.8,NA,NA,NA,NA,1665,0.59,0,0
"365","417010","나노팀",28400,-2500,-8.09,182,156.04,NA,NA,649,43.76,0,0
"366","051490","나라엠앤디",8220,-470,-5.41,262,31.37,NA,NA,6064,1.36,50,0.61
"367","137080","나래나노텍",9740,-170,-1.72,2082,4.68,NA,NA,7456,1.31,200,2.05
"368","190510","나무가",17800,-150,-0.84,1164,15.29,NA,NA,4157,4.28,0,0
"369","242040","나무기술",2955,-70,-2.31,NA,NA,NA,NA,1183,2.5,0,0
"370","089600","나스미디어",24600,-300,-1.2,2323,10.59,2977,8.26,16579,1.48,800,3.25
"371","293580","나우IB",12900,-450,-3.37,1332,9.68,NA,NA,9232,1.4,150,1.16
"372","138610","나이벡",16710,-280,-1.65,NA,NA,NA,NA,2761,6.05,0,0
"373","130580","나이스디앤비",7500,0,0,863,8.69,NA,NA,4702,1.6,230,3.07
"374","036800","나이스정보통신",28800,50,0.17,4245,6.78,4675,6.16,29620,0.97,590,2.05
"375","267320","나인테크",3360,-80,-2.33,NA,NA,NA,NA,656,5.12,0,0
"376","001260","남광토건",9900,-130,-1.3,2208,4.48,NA,NA,8935,1.11,0,0
"377","008350","남선알미늄",2340,-10,-0.43,377,6.21,NA,NA,2135,1.1,0,0
"378","008355","남선알미우",26950,-450,-1.64,NA,NA,NA,NA,NA,NA,0,0
"379","004270","남성",2440,-5,-0.2,226,10.8,NA,NA,3790,0.64,25,1.02
"380","003920","남양유업",529000,-5000,-0.94,NA,NA,NA,NA,960522,0.55,1000,0.19
"381","003925","남양유업우",344000,5000,1.47,NA,NA,NA,NA,NA,NA,1050,0.31
"382","025860","남해화학",9170,-290,-3.07,452,20.29,NA,NA,9748,0.94,60,0.65
"383","111710","남화산업",8240,60,0.73,667,12.35,NA,NA,7377,1.12,200,2.43
"384","091590","남화토건",9780,120,1.24,1080,9.06,NA,NA,12722,0.77,150,1.53
"385","168330","내츄럴엔도텍",3010,-10,-0.33,NA,NA,NA,NA,1408,2.14,0,0
"386","094860","네오리진",532,-8,-1.48,NA,NA,NA,NA,423,1.26,0,0
"387","253590","네오셈",3520,-5,-0.14,156,22.56,NA,NA,1401,2.51,15,0.43
"388","212560","네오오토",7160,-100,-1.38,834,8.59,NA,NA,11311,0.63,70,0.98
"389","095660","네오위즈",44000,-350,-0.79,2660,16.54,3341,13.17,21629,2.03,0,0
"390","042420","네오위즈홀딩스",33800,3550,11.74,8825,3.83,NA,NA,59327,0.57,692,2.05
"391","311390","네오크레마",8700,-170,-1.92,251,34.66,NA,NA,5674,1.53,0,0
"392","085910","네오티스",5070,0,0,497,10.2,NA,NA,4159,1.22,250,4.93
"393","092730","네오팜",17950,-460,-2.5,2265,7.92,NA,NA,16662,1.08,700,3.9
"394","290660","네오펙트",1360,-35,-2.51,NA,NA,NA,NA,644,2.11,0,0
"395","306620","네온테크",3400,-80,-2.3,NA,NA,NA,NA,925,3.68,0,0
"396","153460","네이블",8100,-300,-3.57,428,18.93,NA,NA,4265,1.9,0,0
"397","007390","네이처셀",16360,240,1.49,NA,NA,NA,NA,972,16.83,0,0
"398","033640","네패스",16690,-450,-2.63,NA,NA,NA,NA,7667,2.18,0,0
"399","330860","네패스아크",22400,400,1.82,2084,10.75,NA,NA,16497,1.36,0,0
"400","005720","넥센",4145,0,0,521,7.96,NA,NA,19877,0.21,100,2.41
"401","005725","넥센우",3150,65,2.11,NA,NA,NA,NA,NA,NA,105,3.33
"402","002350","넥센타이어",7660,-50,-0.65,45,170.22,1248,6.14,15543,0.49,105,1.37
"403","002355","넥센타이어1우B",2880,-30,-1.03,NA,NA,NA,NA,NA,NA,110,3.82
"404","089140","넥스턴바이오",1609,4,0.25,NA,NA,NA,NA,2892,0.56,0,0
"405","137940","넥스트아이",561,-8,-1.41,NA,NA,NA,NA,1378,0.41,0,0
"406","396270","넥스트칩",10730,-410,-3.68,NA,NA,NA,NA,2223,4.83,0,0
"407","348210","넥스틴",59700,1000,1.7,1889,31.6,6555,9.11,6778,8.81,500,0.84
"408","225570","넥슨게임즈",13980,-260,-1.83,NA,NA,NA,NA,2154,6.49,0,0
"409","217270","넵튠",10880,370,3.52,2518,4.32,NA,NA,12411,0.88,0,0
"410","251270","넷마블",58800,-1200,-2,2933,20.05,79,747.05,70683,0.83,528,0.9
"411","104620","노랑풍선",8760,-180,-2.01,NA,NA,NA,NA,3041,2.88,0,0
"412","090350","노루페인트",7990,-80,-0.99,706,11.32,NA,NA,16859,0.47,275,3.44
"413","090355","노루페인트우",14760,-190,-1.27,NA,NA,NA,NA,NA,NA,280,1.9
"414","000320","노루홀딩스",10010,-140,-1.38,153,65.42,NA,NA,35333,0.28,450,4.5
"415","000325","노루홀딩스우",21950,-100,-0.45,NA,NA,NA,NA,NA,NA,455,2.07
"416","194700","노바렉스",9740,-150,-1.52,1724,5.65,1253,7.77,9122,1.07,300,3.08
"417","285490","노바텍",26350,-300,-1.13,3873,6.8,NA,NA,11348,2.32,150,0.57
"418","106520","노블엠앤비",895,-95,-9.6,NA,NA,NA,NA,2173,0.41,0,0
"419","376930","노을",7120,-50,-0.7,NA,NA,NA,NA,187,38.07,0,0
"420","278650","노터스",4370,-130,-2.89,144,30.35,NA,NA,921,4.74,200,4.58
"421","006280","녹십자",122500,-2900,-2.31,10796,11.35,5511,22.23,111693,1.1,2000,1.63
"422","142280","녹십자엠에스",5100,-90,-1.73,NA,NA,NA,NA,1714,2.98,0,0
"423","234690","녹십자웰빙",7230,-60,-0.82,378,19.13,NA,NA,4974,1.45,80,1.11
"424","005250","녹십자홀딩스",15800,-140,-0.88,1222,12.93,NA,NA,22586,0.7,400,2.53
"425","005257","녹십자홀딩스2우",33200,-250,-0.75,NA,NA,NA,NA,NA,NA,400,1.2
"426","065560","녹원씨엔아이",5770,0,0,NA,NA,NA,NA,2064,2.8,0,0
"427","004370","농심",353500,1500,0.43,17263,20.48,24517,14.42,377778,0.94,4000,1.13
"428","072710","농심홀딩스",69200,-1100,-1.56,10581,6.54,NA,NA,223666,0.31,2000,2.89
"429","054050","농우바이오",9110,-70,-0.76,432,21.09,NA,NA,15198,0.6,200,2.2
"430","069140","누리플랜",5120,-40,-0.78,146,35.07,NA,NA,4998,1.02,0,0
"431","040160","누리플렉스",6180,-50,-0.8,773,7.99,NA,NA,6978,0.89,0,0
"432","332290","누보",1393,-104,-6.95,NA,NA,NA,NA,1959,0.71,0,0
"433","348340","뉴로메카",29900,-850,-2.76,NA,NA,237,125.93,1828,16.36,0,0
"434","060260","뉴보텍",780,-1,-0.13,NA,NA,NA,NA,387,2.02,0,0
"435","012340","뉴인텍",2560,-70,-2.66,12,213.33,NA,NA,925,2.77,0,0
"436","214870","뉴지랩파마",1906,-139,-6.8,NA,NA,NA,NA,934,2.04,0,0
"437","270870","뉴트리",9390,-160,-1.68,2234,4.2,NA,NA,10475,0.9,250,2.66
"438","144960","뉴파워프라즈마",4430,-10,-0.23,562,7.88,NA,NA,4943,0.9,50,1.13
"439","085670","뉴프렉스",7240,-410,-5.36,105,68.95,NA,NA,2107,3.44,0,0
"440","064260","다날",5360,-150,-2.72,843,6.36,NA,NA,5075,1.06,0,0
"441","093640","다믈멀티미디어",10110,200,2.02,196,51.58,NA,NA,2584,3.91,0,0
"442","340360","다보링크",945,-40,-4.06,NA,NA,NA,NA,575,1.64,0,0
"443","039560","다산네트웍스",3950,-75,-1.86,NA,NA,NA,NA,4962,0.8,0,0
"444","058730","다스코",4815,15,0.31,NA,NA,NA,NA,7481,0.64,0,0
"445","298870","다올인베스트먼트",3015,-50,-1.63,797,3.78,NA,NA,3103,0.97,150,4.98
"446","030210","다올투자증권",4505,-140,-3.01,2669,1.69,NA,NA,10191,0.44,250,5.55
"447","023590","다우기술",20800,-400,-1.89,8693,2.39,NA,NA,45679,0.46,600,2.88
"448","032190","다우데이타",46850,150,0.32,3838,12.21,NA,NA,24053,1.95,300,0.64
"449","068240","다원시스",14010,-450,-3.11,NA,NA,NA,NA,8424,1.66,50,0.36
"450","145210","다이나믹디자인",3250,-95,-2.84,NA,NA,NA,NA,7920,0.41,0,0
"451","019680","대교",2950,15,0.51,NA,NA,NA,NA,6083,0.48,80,2.71
"452","019685","대교우B",1999,1,0.05,NA,NA,NA,NA,NA,NA,90,4.5
"453","006370","대구백화점",9680,-20,-0.21,NA,NA,NA,NA,30511,0.32,100,1.03
"454","008060","대덕",6970,-120,-1.69,NA,NA,NA,NA,16976,0.41,300,4.3
"455","00806K","대덕1우",10290,-170,-1.63,NA,NA,NA,NA,NA,NA,305,2.96
"456","353200","대덕전자",21600,-1050,-4.64,1223,17.66,3160,6.83,13237,1.63,300,1.39
"457","35320K","대덕전자1우",10690,-250,-2.29,NA,NA,NA,NA,NA,NA,305,2.85
"458","000490","대동",12050,-210,-1.71,1619,7.44,NA,NA,16953,0.71,80,0.66
"459","020400","대동금속",10060,-40,-0.4,832,12.09,NA,NA,13714,0.73,60,0.6
"460","008830","대동기어",7010,-80,-1.13,530,13.23,NA,NA,7700,0.91,40,0.57
"461","048470","대동스틸",4400,-35,-0.79,1463,3.01,NA,NA,7736,0.57,50,1.14
"462","008110","대동전자",9690,0,0,1015,9.55,NA,NA,20487,0.47,250,2.58
"463","004780","대륙제관",4695,-5,-0.11,478,9.82,NA,NA,7671,0.61,100,2.13
"464","005750","대림B&Co",3670,-50,-1.34,66,55.61,NA,NA,9477,0.39,130,3.54
"465","017650","대림제지",9160,30,0.33,2392,3.83,NA,NA,23055,0.4,100,1.09
"466","006570","대림통상",4000,115,2.96,19,210.53,NA,NA,5032,0.79,0,0
"467","007720","대명소노시즌",730,-13,-1.75,NA,NA,NA,NA,1359,0.54,0,0
"468","389260","대명에너지",25050,700,2.87,1583,15.82,NA,NA,3764,6.66,0,0
"469","317850","대모",13190,40,0.3,554,23.81,NA,NA,5739,2.3,180,1.36
"470","290670","대보마그네틱",69500,3000,4.51,688,101.02,3761,18.48,7860,8.84,0,0
"471","078140","대봉엘에스",7850,-100,-1.26,619,12.68,NA,NA,9993,0.79,50,0.64
"472","001680","대상",19720,-190,-0.95,4001,4.93,2820,6.99,34063,0.58,800,4.06
"473","001685","대상우",15580,80,0.52,NA,NA,NA,NA,NA,NA,810,5.2
"474","084690","대상홀딩스",7750,-30,-0.39,1450,5.34,NA,NA,19055,0.41,240,3.1
"475","084695","대상홀딩스우",9090,50,0.55,NA,NA,NA,NA,NA,NA,250,2.75
"476","036480","대성미생물",10480,-30,-0.29,227,46.17,NA,NA,9738,1.08,75,0.72
"477","128820","대성산업",4305,25,0.58,NA,NA,NA,NA,12567,0.34,0,0
"478","117580","대성에너지",9280,-120,-1.28,435,21.33,NA,NA,11669,0.8,250,2.69
"479","027830","대성창투",2445,-90,-3.55,191,12.8,NA,NA,1471,1.66,0,0
"480","104040","대성파인텍",1681,-19,-1.12,31,54.23,NA,NA,1786,0.94,0,0
"481","129920","대성하이텍",9620,-310,-3.12,840,11.45,NA,NA,2429,3.96,0,0
"482","016710","대성홀딩스",128600,300,0.23,1040,123.65,NA,NA,29257,4.4,250,0.19
"483","387310","대신밸런스제10호스팩",5070,0,0,NA,NA,NA,NA,NA,NA,0,0
"484","397500","대신밸런스제11호스팩",3535,0,0,NA,NA,NA,NA,NA,NA,0,0
"485","426670","대신밸런스제12호스팩",3095,-25,-0.8,NA,NA,NA,NA,NA,NA,0,0
"486","438220","대신밸런스제13호스팩",2265,-60,-2.58,NA,NA,NA,NA,NA,NA,0,0
"487","442310","대신밸런스제14호스팩",2195,0,0,NA,NA,NA,NA,NA,NA,0,0
"488","020180","대신정보통신",1197,-17,-1.4,53,22.58,NA,NA,755,1.59,10,0.84
"489","003540","대신증권",13010,-50,-0.38,9323,1.4,1596,8.15,39313,0.33,1400,10.76
"490","003547","대신증권2우B",12010,0,0,NA,NA,NA,NA,NA,NA,1400,11.66
"491","003545","대신증권우",12460,-80,-0.64,NA,NA,NA,NA,NA,NA,1450,11.64
"492","045390","대아티아이",3215,-100,-3.02,71,45.28,NA,NA,1476,2.18,0,0
"493","009190","대양금속",3225,-90,-2.71,481,6.7,NA,NA,2217,1.45,0,0
"494","108380","대양전기공업",11260,70,0.63,951,11.84,NA,NA,24321,0.46,100,0.89
"495","006580","대양제지",3260,0,0,346,9.42,NA,NA,6790,0.48,40,1.23
"496","014160","대영포장",1511,-11,-0.72,97,15.58,NA,NA,1622,0.93,0,0
"497","047040","대우건설",4285,-105,-2.39,1180,3.63,1155,3.71,7817,0.55,0,0
"498","009320","대우부품",1487,-17,-1.13,NA,NA,NA,NA,734,2.03,0,0
"499","042660","대우조선해양",22300,-1150,-4.9,NA,NA,1893,11.78,20672,1.08,0,0
"500","003090","대웅",16730,-460,-2.68,1897,8.82,NA,NA,17576,0.95,100,0.6
"501","069620","대웅제약",113400,-3600,-3.08,2241,50.6,7147,15.87,51816,2.19,600,0.53
"502","007680","대원",7390,-70,-0.94,2385,3.1,NA,NA,24304,0.3,300,4.06
"503","000430","대원강업",3440,-75,-2.13,NA,NA,NA,NA,7461,0.46,100,2.91
"504","048910","대원미디어",14530,-240,-1.62,470,30.91,NA,NA,7469,1.95,0,0
"505","005710","대원산업",6150,330,5.67,1634,3.76,NA,NA,18556,0.33,125,2.03
"506","006340","대원전선",1145,2,0.17,18,63.61,NA,NA,1190,0.96,0,0
"507","006345","대원전선우",2565,25,0.98,NA,NA,NA,NA,NA,NA,0,0
"508","003220","대원제약",15180,-220,-1.43,330,46,1784,8.51,10366,1.46,200,1.32
"509","024890","대원화성",2370,0,0,NA,NA,NA,NA,1742,1.36,0,0
"510","290380","대유",3950,-55,-1.37,407,9.71,NA,NA,4883,0.81,0,0
"511","002880","대유에이텍",743,-11,-1.46,NA,NA,NA,NA,822,0.9,0,0
"512","290120","대유에이피",5890,-80,-1.34,743,7.93,NA,NA,5723,1.03,200,3.4
"513","000300","대유플러스",894,-18,-1.97,NA,NA,NA,NA,857,1.04,0,0
"514","120240","대정화금",16810,-120,-0.71,1177,14.28,NA,NA,18829,0.89,300,1.78
"515","003310","대주산업",2320,0,0,108,21.48,NA,NA,1823,1.27,30,1.29
"516","078600","대주전자재료",99600,-2400,-2.35,1540,64.68,938,106.15,8721,11.42,100,0.1
"517","012800","대창",1281,-45,-3.39,338,3.79,NA,NA,3187,0.4,30,2.34
"518","015230","대창단조",7010,-70,-0.99,1029,6.81,1820,3.85,8239,0.85,135,1.93
"519","096350","대창솔루션",279,-10,-3.46,NA,NA,NA,NA,210,1.33,0,0
"520","140520","대창스틸",2865,0,0,678,4.23,NA,NA,4780,0.6,150,5.24
"521","131220","대한과학",7310,-60,-0.81,524,13.95,NA,NA,4378,1.67,60,0.82
"522","010170","대한광통신",2585,-15,-0.58,NA,NA,NA,NA,1401,1.85,0,0
"523","060900","대한그린파워",472,-11,-2.28,NA,NA,NA,NA,233,2.03,0,0
"524","054670","대한뉴팜",9180,-440,-4.57,1118,8.21,NA,NA,5876,1.56,80,0.87
"525","001070","대한방직",54000,1200,2.27,433,124.71,NA,NA,38608,1.4,0,0
"526","023910","대한약품",28900,-50,-0.17,3778,7.65,4971,5.81,33801,0.86,400,1.38
"527","006650","대한유화",168200,-6900,-3.94,24277,6.93,NA,NA,328546,0.51,3500,2.08
"528","001440","대한전선",1484,-31,-2.05,33,44.97,NA,NA,439,3.38,0,0
"529","084010","대한제강",13140,30,0.23,6563,2,5340,2.46,30114,0.44,400,3.04
"530","001790","대한제당",2795,-15,-0.53,220,12.7,NA,NA,5313,0.53,110,3.94
"531","001795","대한제당우",2500,-20,-0.79,NA,NA,NA,NA,NA,NA,115,4.6
"532","001130","대한제분",156500,-500,-0.32,52446,2.98,NA,NA,534606,0.29,2500,1.6
"533","003490","대한항공",23800,350,1.49,1743,13.65,2697,8.82,19356,1.23,0,0
"534","003495","대한항공우",29900,0,0,NA,NA,NA,NA,NA,NA,0,0
"535","005880","대한해운",2305,-45,-1.91,891,2.59,656,3.52,4140,0.56,0,0
"536","003830","대한화섬",129100,-3000,-2.27,21701,5.95,NA,NA,660594,0.2,750,0.58
"537","016090","대현",2275,30,1.34,435,5.23,NA,NA,4991,0.46,90,3.96
"538","069460","대호에이엘",1468,-12,-0.81,NA,NA,NA,NA,1368,1.07,0,0
"539","021040","대호특수강",5710,60,1.06,1000,5.71,NA,NA,6640,0.86,0,0
"540","021045","대호특수강우",9200,-60,-0.65,NA,NA,NA,NA,NA,NA,0,0
"541","067080","대화제약",9620,120,1.26,127,75.75,NA,NA,4548,2.12,150,1.56
"542","298540","더네이쳐홀딩스",26000,100,0.39,4009,6.49,6222,4.18,15132,1.72,200,0.77
"543","192080","더블유게임즈",44900,-50,-0.11,7391,6.07,6809,6.59,49639,0.9,700,1.56
"544","393890","더블유씨피",48550,-400,-0.82,NA,NA,1838,26.41,16427,2.96,0,0
"545","299170","더블유에스아이",2300,-10,-0.43,245,9.39,NA,NA,1105,2.08,0,0
"546","012510","더존비즈온",48800,5950,13.89,1704,28.64,1225,39.83,15708,3.11,450,0.92
"547","224060","더코디",6870,-330,-4.58,NA,NA,NA,NA,20366,0.34,0,0
"548","213420","덕산네오룩스",43800,500,1.15,1946,22.51,1999,21.91,11561,3.79,0,0
"549","317330","덕산테코피아",19040,160,0.85,977,19.49,NA,NA,9481,2.01,0,0
"550","077360","덕산하이메탈",6250,-390,-5.87,751,8.32,NA,NA,6137,1.02,0,0
"551","004830","덕성",5280,90,1.73,372,14.19,NA,NA,5252,1.01,45,0.85
"552","004835","덕성우",6210,20,0.32,NA,NA,NA,NA,NA,NA,50,0.81
"553","090410","덕신하우징",1865,-25,-1.32,78,23.91,NA,NA,1759,1.06,0,0
"554","024900","덕양산업",2650,0,0,191,13.87,NA,NA,1711,1.55,0,0
"555","263600","덕우전자",10680,-210,-1.93,265,40.3,NA,NA,6302,1.69,70,0.66
"556","194480","데브시스터즈",49500,-2200,-4.26,5918,8.36,4661,10.62,15642,3.16,500,1.01
"557","263800","데이타솔루션",8090,-310,-3.69,74,109.32,NA,NA,1755,4.61,0,0
"558","206560","덱스터",11780,-250,-2.08,NA,NA,NA,NA,2329,5.06,0,0
"559","261200","덴티스",8560,110,1.3,43,199.07,NA,NA,2211,3.87,0,0
"560","145720","덴티움",122700,-1000,-0.81,6434,19.07,10276,11.94,33841,3.63,250,0.2
"561","067990","도이치모터스",5960,-90,-1.49,1193,5,NA,NA,10950,0.54,350,5.87
"562","002150","도화엔지니어링",8570,20,0.23,451,19,NA,NA,7976,1.07,280,3.27
"563","006620","동구바이오제약",6450,-120,-1.83,330,19.55,NA,NA,3571,1.81,100,1.55
"564","100130","동국S&C",5090,-140,-2.68,302,16.85,NA,NA,4872,1.04,100,1.96
"565","005160","동국산업",5640,20,0.36,382,14.76,NA,NA,7687,0.73,130,2.3
"566","075970","동국알앤에스",4075,-15,-0.37,161,25.31,NA,NA,4197,0.97,80,1.96
"567","001230","동국제강",13270,-380,-2.78,5888,2.25,3828,3.47,28552,0.46,400,3.01
"568","086450","동국제약",15560,-350,-2.2,1146,13.58,1408,11.05,10165,1.53,180,1.16
"569","023450","동남합성",48100,-600,-1.23,3271,14.7,NA,NA,12909,3.73,4300,8.94
"570","004140","동방",2515,-85,-3.27,NA,NA,NA,NA,2706,0.93,0,0
"571","099410","동방선기",2635,-15,-0.57,78,33.78,NA,NA,2119,1.24,0,0
"572","007590","동방아그로",6780,80,1.19,570,11.89,NA,NA,11814,0.57,350,5.16
"573","005960","동부건설",7030,-100,-1.4,5103,1.38,NA,NA,24388,0.29,900,12.8
"574","005965","동부건설우",29950,150,0.5,NA,NA,NA,NA,NA,NA,950,3.17
"575","026960","동서",19360,-90,-0.46,1149,16.85,NA,NA,14531,1.33,700,3.62
"576","002210","동성제약",6550,-10,-0.15,NA,NA,NA,NA,2008,3.26,0,0
"577","102260","동성케미컬",4570,10,0.22,371,12.32,NA,NA,6992,0.65,200,4.38
"578","033500","동성화인텍",10830,-10,-0.09,961,11.27,1140,9.5,5064,2.14,350,3.23
"579","025950","동신건설",12750,-150,-1.16,NA,NA,NA,NA,10025,1.27,150,1.18
"580","000640","동아쏘시오홀딩스",94200,300,0.32,9768,9.64,10789,8.73,154410,0.61,1500,1.59
"581","170900","동아에스티",59000,-1400,-2.32,1490,39.6,4846,12.17,76290,0.77,1000,1.69
